latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
38.699,-90.133,307.6,1,1,2018-10-28,1650,T,62,6.0NRT,293.5,5.9,D
38.697,-90.122,303.2,1,1,2018-10-28,1650,T,0,6.0NRT,291.7,2.9,D
38.691,-90.141,305.5,1,1,2018-10-28,1650,T,54,6.0NRT,293.1,5.4,D
38.104,-88.492,304.1,1,1,2018-10-28,1650,T,58,6.0NRT,291.7,4.6,D
37.259,-87.738,311.8,1.1,1,2018-10-28,1650,T,42,6.0NRT,288.5,11.7,D
37.404,-88.93,301.2,1,1,2018-10-28,1650,T,43,6.0NRT,290.8,4,D
37.708,-97.852,305.8,2.3,1.5,2018-10-28,1650,T,59,6.0NRT,288,21.3,D
37.706,-97.827,300.3,2.2,1.5,2018-10-28,1650,T,30,6.0NRT,288.3,11.1,D
37.711,-97.859,300.6,2.3,1.5,2018-10-28,1650,T,37,6.0NRT,288,11.4,D
37.708,-97.834,305,2.2,1.5,2018-10-28,1650,T,52,6.0NRT,288.3,19.4,D
36.596,-92.074,308.9,1.1,1,2018-10-28,1650,T,68,6.0NRT,291.7,8.5,D
49.787,-100.365,309.9,2.1,1.4,2018-10-28,1825,T,69,6.0NRT,283.4,30.4,D
49.78,-100.337,301.8,2.1,1.4,2018-10-28,1825,T,27,6.0NRT,283.1,15.3,D
49.775,-100.371,319.2,2.1,1.4,2018-10-28,1825,T,79,6.0NRT,283.6,53.3,D
49.768,-100.344,327.3,2.1,1.4,2018-10-28,1825,T,85,6.0NRT,283.2,79,D
49.361,-100.317,303.1,2.2,1.4,2018-10-28,1825,T,55,6.0NRT,282.9,20.3,D
49.349,-100.324,301.6,2.2,1.4,2018-10-28,1825,T,48,6.0NRT,282.8,18.1,D
49.567,-101.6,309.2,1.9,1.3,2018-10-28,1825,T,68,6.0NRT,284.9,23.8,D
49.556,-101.606,313.2,1.9,1.3,2018-10-28,1825,T,73,6.0NRT,285,31.6,D
18.923,-70.353,315.2,1.7,1.3,2018-10-28,1825,A,58,6.0NRT,296.9,14.6,D
20.753,-76.471,319.9,1,1,2018-10-28,1825,A,73,6.0NRT,299.1,10,D
21.936,-78.714,314.8,1.1,1.1,2018-10-28,1825,A,65,6.0NRT,297.6,8.8,D
21.783,-79.971,314.6,1.3,1.1,2018-10-28,1825,A,49,6.0NRT,297.4,9.4,D
26.491,-80.47,323.4,1.2,1.1,2018-10-28,1825,A,66,6.0NRT,306.2,18.8,D
26.492,-80.476,326.7,1.2,1.1,2018-10-28,1825,A,81,6.0NRT,307.2,24.4,D
26.459,-80.73,322.9,1.2,1.1,2018-10-28,1825,A,68,6.0NRT,306.7,18.4,D
27.768,-81.859,312.9,1.4,1.2,2018-10-28,1825,A,49,6.0NRT,297.6,11.6,D
27.781,-81.847,315.7,1.4,1.2,2018-10-28,1825,A,50,6.0NRT,298.5,14.2,D
27.778,-81.861,335.1,1.4,1.2,2018-10-28,1825,A,83,6.0NRT,300.7,50.4,D
28.482,-80.683,313.4,1.2,1.1,2018-10-28,1825,A,68,6.0NRT,295.8,12.1,D
